TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
ru.innopolis.lips.memvit.model.StateStorage,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,70,0.3,2,19,58,82156,1491854732670,1.0,111111111111111111111111111111,1.0,11111111111111111111,1.0,11,0,0,2,1,0.972972972972973,111111111111111110111111101111111111111111111111111111111111111111111111011111111111111111111111111111111111111,0.8,01101111110111101111,1.0,11111111111,1.0,11111111111,1.0,11111111111111111111
