TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
ru.innopolis.lips.memvit.utils.JsonUtils,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,98,0.3,2,13,45,110046,1491854508692,0.6413043478260869,11111111111011111111111111111111111111111111111111110110011001100000001100000000000000000000,0.6666666666666666,100110111111100001111111100,1.0,111111111,4,1,5,1,0.5217391304347826,111111111111111000000000000000011111111111111011111110000000000000000,0.13333333333333333,011000000000000,1.0,111111,0.3333333333333333,110000,0.6666666666666666,111001011111100001111111100
